conmedic,partyid,region,id,age,sex,race,degree
 2, 4, 7,4019,.i, 2, 1, 1
 1, 3, 5,4020,67, 1, 3, 3
.i, 6, 5,4021,55, 1, 3, 3
 2, 3, 5,4022,43, 2, 1, 0
 1, 6, 5,4023,69, 1, 1, 1
 2, 2, 9,4024,24, 2, 1, 1
 1, 7, 3,4025,.n,.n, 3, 0
.i, 0, 6,4026,84, 1, 2, 1
 2, 5, 6,4027,58, 1, 1, 3
 1, 6, 5,4028,73, 1, 1, 1
 1, 4, 5,4029,68, 2, 1, 2
.i, 0, 9,4031,63, 2, 3, 4
 3, 6, 5,4033,75, 2, 1, 1
.i, 3, 8,4034,.i,.i, 1,.d
 1, 0, 5,4035,59, 1, 2, 3
 2, 3, 8,4036,73, 2, 1, 1
.i, 4, 8,4038,68, 2, 1, 1
 1, 6, 3,4039,51, 2, 1, 4
.i, 5, 7,4040,31, 2, 1, 0
 2, 5, 6,4042,62, 2, 1, 1
 2, 2, 7,4043,37, 1, 2, 2
 2, 1, 2,4045,.n,.n, 2, 1
 2, 3, 5,4046,62, 2, 1, 1
.i, 5, 7,4047,62, 1, 3, 1
.i, 1, 4,4049,55, 2, 1, 1
 3, 6, 8,4050,52, 1, 1, 2
 1, 3, 2,4051,27, 1, 1, 1
 1, 1, 9,4052,57, 1, 1, 3
.i, 2, 9,4053,.i, 1, 1, 1
 1, 1, 4,4055,45, 1, 2, 3
.i, 0, 8,4056,55, 2, 1, 1
 1, 0, 8,4057,21, 2, 1, 3
.i, 4, 9,4058,68, 1, 1, 4
 2, 4, 5,4059,71, 1, 1, 3
.i, 2, 9,4060,60, 1, 3, 4
.i, 3, 4,4061,.i, 1, 1, 1
.i, 2, 7,4062,45, 1, 1, 4
 2, 3, 9,4064,25, 2, 1, 3
 1, 1, 5,4066,61, 2, 1, 4
 1, 3, 7,4068,.n, 1, 3, 2
.i, 0, 3,4069,42, 2, 2, 4
 2, 1, 7,4070,48, 1, 1, 1
 1, 5, 4,4071,74, 1, 1, 3
 1, 3, 5,4072,25, 2, 1, 3
.i, 5, 9,4073,53, 1, 3, 1
 1, 2, 5,4074,69, 2, 1, 3
 1, 0, 8,4076,78, 2, 1, 3
 2, 2, 8,4077,36, 1, 1, 0
.i, 2, 8,4078,57, 2, 1, 1
 2, 3, 7,4079,37, 2, 1, 0
 3, 6, 5,4080,45, 2, 1, 1
.i, 1, 9,4081,38, 2, 3, 3
.i, 5, 5,4082,49, 1, 1, 2
.i, 3, 8,4083,62, 2, 1, 3
 1, 3, 3,4084,74, 1, 1, 2
 1, 2, 9,4085,29, 2, 1, 3
 1, 2, 5,4086,.i, 2, 1, 1
 1, 6, 7,4087,35, 2, 2, 1
 2, 0, 7,4088,29, 2, 2, 2
 1, 2, 1,4089,34, 2, 3, 4
.i, 0, 6,4090,69, 2, 1, 3
 1, 2, 3,4091,74, 2, 1, 1
 1, 0, 7,4092,.n,.n, 2, 0
.i, 4, 5,4093,74, 1, 1, 1
.s, 1, 5,4094,21, 2, 1, 1
.i, 3, 5,4095,57, 1, 1, 1
 2, 0, 9,4096,33, 1, 1, 1
 1, 0, 4,4097,67, 1, 1, 0
.i, 4, 3,4098,53, 1, 1, 3
 1, 1, 4,4100,57, 2, 1, 4
 1, 2, 4,4101,69, 2, 1, 4
 2, 0, 9,4102,67, 2, 1, 1
 2, 0, 2,4103,22, 1, 1, 1
 1, 4, 8,4105,50, 2, 1, 1
 2, 1, 8,4106,57, 1, 1, 4
 1, 5, 2,4107,44, 1, 1, 1
 2, 2, 1,4108,44, 2, 1, 3
.i, 6, 2,4109,37, 1, 1, 3
 2, 0, 6,4110,54, 2, 2, 1
.i, 0, 5,4111,.n,.n, 2, 0
 2, 0, 5,4112,56, 2,.i, 2
.i, 3, 5,4113,34, 1, 1, 1
.i, 4, 6,4114,.i, 2, 1, 0
 3, 1, 1,4116,49, 2, 1, 4
 2, 5, 5,4117,53, 1, 1, 4
.i, 6, 3,4118,47, 2, 1, 1
 2, 3, 9,4120,65, 2, 2, 1
 2, 1, 9,4121,42, 1, 3, 3
.i, 4, 8,4122,31, 2, 1, 4
 2, 3, 5,4123,46, 2, 3,.d
.i, 3, 3,4124,36, 2, 1,.d
 2, 5, 6,4125,53, 2,.i, 3
 1, 5, 5,4126,47, 2, 1, 2
.i, 3, 5,4127,40, 2, 1, 1
 2, 3, 6,4128,.i, 1, 1, 1
 2, 6, 7,4129,28, 2, 1, 3
.i, 6, 4,4130,36, 1, 1, 4
 1, 6, 3,4132,54, 2, 1, 1
 2, 0, 5,4134,61, 2, 2, 1
 2, 6, 3,4135,23, 2, 1, 1
 2, 2, 7,4136,32, 2, 1, 0
 2, 1, 8,4137,34, 1, 1, 3
 1, 0, 5,4138,41, 2, 1, 4
.i, 7, 4,4139,45, 1, 1, 3
 2, 0, 5,4140,.i, 2, 2, 1
 1, 5, 5,4141,20, 2, 1, 1
 2, 3, 4,4142,61, 2, 1, 2
.i, 5, 4,4143,43, 2, 1, 3
 1, 2, 4,4144,62, 1, 1, 4
.i, 6, 7,4145,45, 1, 1, 1
.i, 1, 5,4146,43, 2, 2, 1
.i, 3, 5,4147,71, 2, 1, 1
.i, 0, 3,4148,37, 1, 1, 3
 2,.n, 5,4149,.i, 1, 3, 1
 1, 3, 6,4150,46, 1,.i, 3
 2, 1, 9,4151,34, 1, 1, 2
 2, 4, 2,4152,66, 1, 1, 1
 1, 4, 8,4153,.i, 1, 3, 3
.i, 1, 4,4154,70, 1, 1, 4
 1, 1, 8,4155,19, 1, 3, 0
 1, 5, 5,4156,27, 1, 1, 3
.i, 7, 6,4157,43, 1, 1, 1
 2, 1, 3,4158,30, 1, 1, 2
.i, 3, 2,4159,38, 2, 1, 0
 1, 6, 5,4160,44, 2, 1, 1
 2, 7, 9,4161,38, 2, 1, 3
 2, 4, 5,4162,69, 1, 1, 2
 1, 5, 6,4163,24, 2, 1, 4
 2, 4, 5,4164,82, 1, 1, 4
 1, 4, 5,4165,51, 1, 1, 4
.i, 6, 7,4166,80, 1, 1, 3
 2, 6, 5,4167,64, 2, 1, 2
 1, 4, 9,4168,46, 1, 1, 1
.i, 2, 9,4169,61, 1,.i, 4
 2, 5, 8,4170,57, 2, 1, 4
 2, 6, 4,4171,33, 2, 1, 1
.i, 2, 5,4172,34, 2, 2, 3
.i, 5, 3,4173,39, 1, 1, 2
 3, 0, 5,4174,72, 2, 1, 3
 2, 3, 6,4175,25, 1, 2, 2
 1, 2, 9,4176,68, 2, 1, 3
 1, 1, 7,4177,45, 2, 2, 3
 2, 2, 5,4178,37, 1, 1, 3
 1, 3, 8,4179,.i, 1, 1, 1
 2, 3, 7,4180,39, 2, 1, 1
 2, 0, 5,4181,50, 1, 2, 1
 1, 5, 4,4182,30, 2, 1, 3
 2, 4, 7,4183,71, 1, 1, 2
 2, 3, 1,4184,66, 1, 1, 4
.i, 1, 3,4185,81, 2, 2, 4
 2, 1, 2,4186,36, 1, 2, 1
.i, 2, 6,4187,35, 2, 1, 3
 2,.n, 5,4188,.n,.n, 2, 0
.i, 1, 9,4190,71, 2, 3, 3
.i, 1, 6,4191,46, 2, 2, 4
.i, 6, 2,4193,66, 2, 1, 1
.i, 0, 6,4194,67, 1, 2, 1
.i, 4, 7,4195,75, 1, 1, 1
 1, 0, 9,4196,29, 1, 3, 3
 1, 4, 3,4197,50, 1, 1, 3
 1, 0, 1,4198,52, 2, 1, 3
 1, 5, 2,4199,66, 1, 1, 3
 1, 0, 6,4200,30, 2, 1, 4
.i, 6, 3,4201,71, 1, 1, 4
 2, 4, 2,4202,80, 2, 1, 3
 2, 0, 9,4203,.n,.n, 2, 0
 1, 5, 2,4204,77, 1, 1, 4
 1, 3, 3,4205,49, 2, 1, 4
.i, 6, 5,4206,48, 1, 1, 0
 1, 0, 5,4207,74, 1, 1, 3
.i, 4, 4,4208,35, 1, 1, 3
 2, 0, 8,4209,67, 1, 1, 2
 2, 5, 5,4210,63, 2, 1, 1
.i, 5, 6,4211,.i, 2, 1, 2
 1, 7, 1,4214,69, 1, 1, 3
.i, 6, 3,4215,40, 1, 1, 1
 2, 7, 9,4216,68, 1, 1, 1
 3, 0, 4,4217,67, 2, 1, 1
.i, 1, 3,4218,.n,.n, 1, 1
 2, 1, 5,4219,37, 1, 1, 1
 2, 6, 6,4220,74, 2, 1, 3
 2, 2, 3,4221,48, 1, 2, 3
 2, 6, 2,4222,.i, 1, 1, 2
 1, 4, 5,4223,85, 2, 1, 4
.i, 5, 5,4225,73, 2, 1, 1
 2, 2, 7,4227,35, 2, 1, 1
 2, 4, 9,4228,71, 1, 1, 2
 2, 1, 6,4229,28, 2, 2, 1
 2, 0, 7,4230,61, 2, 2, 1
 2, 3, 1,4231,63, 1, 1, 3
 1, 5, 5,4232,59, 1, 1, 4
 2, 6, 8,4233,51, 1, 1, 1
.i, 6, 4,4235,72, 2, 1, 1
 1, 7, 5,4236,37, 1, 1, 3
 3, 0, 2,4237,36, 2, 3, 0
 2, 2, 4,4238,30, 1, 1, 4
.i, 0, 5,4239,26, 2, 1, 2
.i, 6, 4,4240,54, 1, 1, 1
.i, 3, 2,4241,42, 1, 1, 2
.i, 6, 5,4242,40, 2, 1, 3
 1, 0, 9,4243,46, 2, 1, 4
.i, 4, 8,4244,44, 2, 1, 3
 2, 6, 5,4245,47, 2, 1, 1
 3, 0, 5,4246,60, 2, 1, 3
.i, 2, 5,4247,30, 2, 1, 1
 2, 1, 8,4248,38, 2, 3, 4
.i, 1, 4,4249,75, 1, 1, 4
 1, 7, 5,4250,.i, 1, 1, 3
 2, 6, 9,4251,75, 1, 1, 1
.i, 0, 5,4252,22, 2,.i, 2
 1, 3, 5,4253,18, 2,.i, 1
 1, 3, 5,4254,67, 1, 1, 3
 2, 3, 5,4255,40, 1, 2, 3
 1, 3, 6,4256,26, 2, 1, 4
.i, 2, 9,4257,44, 1, 1, 3
 1, 0, 4,4258,67, 1, 1, 1
.i, 3, 6,4259,31, 2, 1, 1
 2, 3, 9,4260,42, 2, 1, 2
 3, 3, 3,4261,33, 1, 3, 1
.i, 1, 3,4262,.n, 2, 1, 4
 1, 5, 3,4263,81, 1, 1, 3
 1, 3, 5,4265,77, 1, 1, 1
.i, 1, 9,4266,45, 1, 3, 3
.i, 4, 5,4267,53, 2, 3, 3
 1, 1, 5,4268,34, 2, 1, 4
.i, 2, 7,4269,37, 2, 3, 1
.i, 0, 3,4270,29, 2, 1, 3
.i, 2, 5,4271,31, 2, 1, 1
.i, 2, 2,4272,26, 2, 3, 4
 2, 3, 3,4273,48, 1, 1, 1
 1, 1, 3,4274,28, 2, 1, 3
 2, 3, 8,4275,64, 2, 1, 1
 1, 1, 5,4276,.i, 2, 1, 2
.i, 2, 8,4277,74, 2, 1, 1
 2, 3, 5,4279,33, 2, 2, 0
.i, 6, 8,4280,20, 1, 2, 1
 2, 3, 7,4281,.n,.n, 3, 1
 2, 6, 2,4282,64, 2, 1, 3
 1, 6, 6,4283,50, 2, 1, 1
 1, 3, 7,4284,63, 2, 1, 1
 2, 4, 1,4285,63, 1, 1, 2
 2, 3, 5,4286,48, 2, 1, 1
.i, 7, 4,4287,29, 1, 1, 3
.i, 6, 8,4288,.i, 1, 1, 1
 1, 1, 6,4289,53, 1, 1, 3
 1, 0, 4,4290,62, 2, 2, 1
 1, 6, 2,4291,43, 2, 3, 0
 2, 3, 3,4292,33, 2, 1, 1
.i, 3, 2,4293,40, 1, 3, 3
 2, 3, 8,4295,60, 2, 1, 1
.i, 3, 3,4296,.i, 1, 1, 1
.i, 4, 3,4297,71, 1, 1, 3
 1, 1, 3,4298,35, 2, 1, 4
 2, 2, 5,4300,66, 2, 1, 3
.i, 0, 5,4301,47, 1, 2, 3
.i, 2, 4,4303,32, 2, 1, 4
 2, 6, 7,4304,50, 1, 1, 4
 2, 1, 6,4305,25, 2, 1, 1
 3, 4, 5,4307,67, 1, 1, 4
.i, 2, 3,4308,39, 1, 1, 4
.i, 1, 5,4309,45, 1, 1, 1
.i, 4, 6,4311,73, 1, 1, 1
 2, 7, 6,4312,56, 2, 1, 1
 1, 2, 4,4313,45, 2, 1, 1
.i, 2, 9,4314,52, 1, 3, 3
.i, 4, 4,4315,84, 2, 1, 1
.i, 0, 5,4316,68, 2, 2, 1
 3, 3, 9,4317,43, 1, 3, 0
 1, 0, 7,4318,68, 1, 1, 3
.i, 0, 9,4319,60, 2, 1, 0
 3, 0, 9,4320,75, 2, 1, 3
.i, 3, 4,4321,68, 1, 1, 3
 1, 4, 9,4322,34, 1, 1, 3
 3, 3, 7,4323,31, 1, 1, 3
.i, 0, 2,4324,65, 2, 1, 3
 2, 2, 3,4325,79, 1, 1, 3
.i, 6, 5,4326,50, 1, 1, 2
 2, 0, 1,4327,39, 1, 1, 3
.i, 3, 1,4328,44, 1, 3, 3
 2, 1, 7,4329,80, 2, 1, 3
 2, 6, 7,4330,64, 1, 2, 1
 2, 0, 5,4331,45, 2, 2, 3
 2, 0, 4,4332,34, 1, 1, 3
.i, 5, 6,4333,85, 2, 1, 0
.i, 3, 5,4334,43, 1, 1, 3
 2, 5, 2,4335,36, 1, 1, 4
 2, 6, 6,4336,48, 2, 1, 1
 2, 1, 5,4337,50, 1, 1, 1
 1, 0, 4,4338,37, 1, 1, 3
 1, 7, 5,4340,57, 1, 1, 4
 2, 3, 2,4341,51, 2, 3, 4
 2, 1, 5,4342,68, 1, 1, 4
 1, 4, 7,4344,59, 1, 3, 3
.i, 0, 8,4345,65, 2, 1, 3
.i, 3, 5,4346,26, 1, 1, 2
.i, 0, 5,4347,61, 1, 2, 4
.i, 3, 1,4348,59, 1, 1, 1
 2, 6, 3,4349,63, 2, 1, 1
 1, 1, 5,4350,35, 2, 1, 4
.i, 3, 6,4351,54, 1, 1, 3
 1, 2, 5,4352,31, 1, 1, 3
.i, 2, 7,4353,35, 1, 1, 4
.i, 0, 2,4354,26, 2, 3, 4
 2, 4, 6,4355,77, 1, 1, 1
 1, 2, 1,4356,33, 1, 1, 3
 1, 5, 7,4358,25, 2, 1, 3
 3, 2, 9,4359,28, 1, 3, 0
.i, 3, 9,4360,35, 1, 3, 3
 1, 1, 6,4361,32, 2, 1, 4
 2, 3, 5,4362,26, 2, 1, 1
 2, 4, 5,4363,31, 2, 3, 3
 2, 4, 4,4364,38, 1,.i, 0
 1, 5, 3,4366,79, 1, 1, 1
.i, 0, 9,4367,59, 2, 1, 1
.i, 6, 6,4368,30, 1, 1, 2
 1, 1, 3,4369,25, 1, 1, 3
.i, 6, 1,4370,59, 2, 1, 1
 1, 6, 6,4371,33, 1, 3, 4
 1, 2, 7,4372,28, 2, 3, 1
.i, 3, 9,4373,34, 1, 1, 1
 2, 6, 2,4374,79, 1, 1, 4
 1, 0, 7,4375,58, 2, 2, 3
 2, 6, 9,4376,74, 2, 1, 1
 1, 2, 7,4377,24, 2, 1, 3
 1, 0, 9,4378,65, 1, 1, 3
 2, 5, 9,4379,51, 1, 1, 4
 2, 5, 7,4380,38, 2, 1, 1
 1, 1, 8,4381,25, 2, 1, 4
.i, 3, 7,4382,65, 2, 1, 0
 2, 4, 9,4384,28, 2, 1, 4
 1, 3, 5,4385,32, 2, 1, 1
 2, 5, 7,4386,51, 1, 1, 4
 1, 3, 6,4387,44, 1, 1, 3
 2, 6, 5,4388,34, 1, 1, 1
.i, 1, 5,4389,70, 1, 1, 1
 2, 1, 2,4390,.i, 2, 3, 4
 1, 6, 1,4391,76, 1, 1, 2
 2, 6, 5,4392,71, 1, 1, 1
 2, 0, 5,4393,54, 2, 1, 3
 3, 3, 7,4394,.i, 1, 1, 1
 2, 0, 5,4395,30, 2, 1, 4
.i, 5, 8,4396,.i, 1, 1, 3
 3, 3, 3,4397,33, 2, 1, 3
.i, 5, 9,4399,26, 1, 1, 1
 2, 5, 5,4401,47, 1, 1, 2
.i, 0, 7,4402,28, 2, 1, 4
 1, 3, 5,4403,70, 1, 1, 3
 2, 7, 8,4404,64, 2, 1, 4
 2, 1, 5,4406,24, 1, 1, 3
.i, 2, 5,4407,63, 2, 1, 1
 2, 1, 1,4408,33, 2,.i, 1
 2, 6, 5,4409,54, 1, 1, 3
 2, 3, 3,4410,35, 1, 1, 1
 1, 1, 5,4411,30, 2, 1, 3
 2, 6, 2,4412,41, 2, 1, 3
.i, 2, 6,4414,58, 2, 1, 1
 2, 6, 7,4416,57, 2, 1, 2
 3, 1, 7,4417,56, 2, 1, 3
 2, 2, 1,4418,53, 2, 1, 1
 1, 0, 2,4419,28, 1, 1, 3
 1, 5, 7,4422,29, 2, 1, 2
 2, 4, 7,4423,74, 2, 1, 4
 2, 3, 6,4425,33, 1, 1, 1
 2, 0, 7,4426,43, 1, 1, 1
 2, 3, 9,4427,29, 1, 3, 4
.i, 6, 6,4428,60, 1, 1, 3
 2, 4, 7,4429,76, 2, 1, 3
 2, 2, 7,4430,25, 2, 2, 4
.i, 0, 5,4432,28, 1, 1, 3
 3, 3, 6,4433,24, 1, 1, 4
 2, 4, 3,4435,58, 1, 1, 1
 2, 0, 6,4436,38, 2, 1, 3
 2, 4, 7,4437,30, 2, 1, 2
.i, 3, 5,4438,58, 2, 3, 1
.i, 0, 9,4439,55, 2, 2, 1
 1, 1, 8,4440,38, 2, 1, 3
 3, 5, 5,4441,57, 1, 1, 1
.i, 6, 5,4442,68, 2, 1, 1
.i, 0, 5,4443,34, 1, 2, 4
 2, 1, 4,4444,70, 1, 1, 3
.i, 0, 5,4445,67, 1, 1, 4
 1, 3, 8,4447,75, 1, 1, 2
 1, 0, 3,4448,30, 1, 3, 1
.i, 3, 7,4449,70, 2,.i, 2
.i, 1, 5,4450,29, 2, 1, 2
 2, 1, 9,4451,44, 2, 1, 1
 2, 5, 5,4452,33, 1, 1, 1
 1, 7, 9,4453,39, 2, 1, 4
 1, 1, 5,4454,25, 1, 1, 3
 2, 5, 4,4455,61, 2, 1, 1
.i, 2, 7,4456,65, 2, 1, 1
.i, 1, 4,4457,27, 2, 1, 4
 2, 2, 8,4458,69, 2, 1, 3
.i, 4, 5,4459,81, 2, 1, 3
.i, 5, 8,4460,53, 2, 1, 1
 2, 1, 4,4461,25, 2, 2, 1
.i, 6, 7,4462,28, 2, 1, 2
.i, 5, 1,4463,.i, 1, 1, 3
 2, 7, 7,4464,71, 1, 1, 4
 2, 5, 8,4466,31, 2, 1, 1
.i, 0, 5,4467,21, 2, 1, 1
.i, 6, 7,4468,29, 2, 1, 3
 1, 2, 9,4469,.i, 2, 3, 3
.i, 0, 2,4470,68, 2, 1, 4
 3, 6, 6,4471,48, 1, 1, 1
